שם יישוב,סמל יישוב,תעתיק,סמל מחוז,שם מחוז,סמל נפה,שם נפה,אזור טבעי,סמל מעמד מונציפאלי,שם מעמד מונציפאלי,שיוך מטרופוליני,דת יישוב,סך הכל אוכלוסייה 2021,יהודים ואחרים,מזה: יהודים,ערבים,שנת ייסוד,צורת יישוב שוטפת,השתייכות ארגונית,קואורדינטות,גובה ממוצע,ועדת תכנון,תחנת משטרה,שנה,שם יישוב באנגלית,אשכול רשויות מקומיות
עין חרוד (איחוד),89,EN HAROD (IHUD),2,הצפון,23,יזרעאל,232,8,מועצה אזורית הגלבוע,,1,540,540,530,0,1921,330,15,2369971883,41,204,10004394,2021,En Harod (Ihud),213
עין חרוד (מאוחד),82,EN HAROD(ME'UHAD),2,הצפון,23,יזרעאל,232,8,מועצה אזורית הגלבוע,,1,780,780,763,0,1921,330,15,2370271825,-17,204,10004394,2021,En Harod(Me'uhad),213
עין יהב,806,EN YAHAV,6,הדרום,62,באר שבע,625,54,מועצה אזורית הערבה התיכונה,,1,803,803,785,0,1951,310,1,2226250753,-83,657,10001918,2021,En Yahav,610
עין יעקב,813,EN YA'AQOV,2,הצפון,24,עכו,243,52,מועצה אזורית מעלה יוסף,,1,1215,1215,1185,0,1950,310,1,2218476829,421,255,10004484,2021,En Ya'aqov,212
"עין כרם-בי""ס חקלאי",1056,EN KAREM-B.S.HAQLA'I,1,ירושלים,11,ירושלים,111,26,מועצה אזורית מטה יהודה,444,1,164,164,158,0,1952,340,,2145863172,573,151,10002521,2021,En Karem-B.S.Haqla'i,
עין כרמל,426,EN KARMEL,3,חיפה,32,חדרה,321,15,מועצה אזורית חוף הכרמל,243,1,930,930,913,0,1947,330,15,1958573145,22,303,10004333,2021,En Karmel,
עין מאהל,532,EIN MAHEL,2,הצפון,25,יזרעאל,237,99,מועצה מקומית,,2,13748,18,4,13730,,270,,2333773641,403,257,10004453,2021,Ein Mahel,213
עין נקובא,521,EIN NAQQUBA,1,ירושלים,11,ירושלים,111,26,מועצה אזורית מטה יהודה,444,2,3680,1,0,3679,,290,,2115163339,623,151,10002475,2021,Ein Naqquba,
עין עירון,223,EN IRON,3,חיפה,32,חדרה,324,14,מועצה אזורית מנשה,,1,587,587,584,0,1934,310,1,2011170996,62,351,10004333,2021,En Iron,
עין צורים,622,EN ZURIM,6,הדרום,61,אשקלון,611,34,מועצה אזורית שפיר,,1,861,861,855,0,1949,330,3,1735162269,52,631,10001821,2021,En Zurim,
עין קנייא,4502,EIN QINIYYE,2,הצפון,29,גולן,291,99,מועצה מקומית,,2,2172,0,0,2172,,290,,2685879363,798,256,10004579,2021,Ein Qiniyye,211
עין ראפה,514,EIN RAFA,1,ירושלים,11,ירושלים,111,26,מועצה אזורית מטה יהודה,444,2,1276,8,8,1268,,450,,2109463307,610,151,10002475,2021,Ein Rafa,
עין שמר,139,EN SHEMER,3,חיפה,32,חדרה,324,14,מועצה אזורית מנשה,,1,635,635,611,0,1927,330,15,2009070775,43,351,10004333,2021,En Shemer,
עין שריד,880,EN SARID,4,המרכז,41,השרון,411,18,מועצה אזורית לב השרון,141,1,1648,1648,1630,0,1950,350,,1941268670,63,412,15000060,2021,En Sarid,410
עין תמר,1251,EN TAMAR,6,הדרום,62,באר שבע,624,51,מועצה אזורית תמר,,1,198,198,187,0,1982,310,10,2356653913,-347,656,10001911,2021,En Tamar,
עינת,871,ENAT,4,המרכז,42,פתח תקווה,422,20,מועצה אזורית דרום השרון,142,1,842,842,822,0,1925,330,15,1942566553,50,417,10002168,2021,Enat,410
עיר אובות,1187,IR OVOT,6,הדרום,62,באר שבע,625,54,מועצה אזורית הערבה התיכונה,,,,,,,,510,,2233552445,,657,10001918,2021,Ir Ovot,610
עכו,7600,AKKO,2,הצפון,24,עכו,246,0,עירייה,241,4,49615,33210,28692,16405,1948,160,,2082475927,8,213,10004315,2021,Akko,212
עלומים,1146,ALUMIM,6,הדרום,62,באר שבע,622,39,מועצה אזורית שדות נגב,,1,531,531,531,0,1966,330,3,1537659579,98,651,10001930,2021,Alumim,620
עלי,3765,ELI,7,אזור יהודה ושומרון,72,שכם,,73,מועצה אזורית מטה בנימין,,1,4613,4613,4584,0,1984,190,,2253466435,704,711,10003299,2021,Eli,710
עלי זהב,3727,ALE ZAHAV,7,אזור יהודה ושומרון,73,טול כרם,,72,מועצה אזורית שומרון,145,1,4279,4277,4254,2,1982,190,9,2062566427,349,710,15004488,2021,Ale Zahav,710
עלמה,688,ALMA,2,הצפון,21,צפת,212,2,מועצה אזורית מרום הגליל,,1,705,705,705,0,1949,310,2,2470477293,674,209,10004528,2021,Alma,211
עלמון,3715,ALMON,7,אזור יהודה ושומרון,74,ראמאללה,,73,מועצה אזורית מטה בנימין,445,1,1441,1440,1400,1,1982,370,11,2280763760,516,711,10003314,2021,Almon,710
עמוקה,1212,AMUQQA,2,הצפון,21,צפת,212,2,מועצה אזורית מרום הגליל,,1,158,158,154,0,1980,370,19,2493976704,706,209,10004528,2021,Amuqqa,211
עמיחי,3824,AMMIHAY,7,אזור יהודה ושומרון,74,ראמאללה,,73,מועצה אזורית מטה בנימין,,1,238,238,238,0,2018,370,,2311666140,756,711,10003299,2021,Ammihay,710
עמינדב,779,AMMINADAV,1,ירושלים,11,ירושלים,111,26,מועצה אזורית מטה יהודה,444,1,1119,1119,1097,0,1950,310,1,2135062878,823,151,10002521,2021,Amminadav,
עמיעד,385,AMMI'AD,2,הצפון,21,צפת,213,1,מועצה אזורית הגליל העליון,,1,483,482,469,1,1946,330,15,2509375929,241,253,10004540,2021,Ammi'ad,211
עמיעוז,318,AMMI'OZ,6,הדרום,62,באר שבע,622,38,מועצה אזורית אשכול,,1,208,207,206,1,1957,310,1,1440657325,127,651,10001893,2021,Ammi'oz,620
עמיקם,773,AMMIQAM,3,חיפה,32,חדרה,323,45,מועצה אזורית אלונה,,1,740,740,717,0,1950,310,9,2022171878,81,351,10004333,2021,Ammiqam,
עמיר,319,AMIR,2,הצפון,21,צפת,211,1,מועצה אזורית הגליל העליון,,1,600,597,572,3,1939,330,15,2582378705,76,253,10004591,2021,Amir,211
עמנואל,3660,IMMANU'EL,7,אזור יהודה ושומרון,73,טול כרם,,99,מועצה מקומית,145,1,4372,4372,4369,0,1983,190,,2132267433,363,708,15004488,2021,Immanu'el,710
"עמק בית שאן מ""א 7",1824,,2,הצפון,23,יזרעאל,231,7,מועצה אזורית עמק המעיינות,,,,,,,,530,,2474070920,,,,2021,,214
"עמק בית שאן של""ש",1825,,2,הצפון,23,יזרעאל,231,,חסר מעמד מוניציפלי,,,,,,,,530,,,,,,2021,,
"עמק חולה מ""א 1",1806,,2,הצפון,21,צפת,211,1,מועצה אזורית הגליל העליון,,,,,,,,530,,2578078330,,,,2021,,211
"עמק חולה מ""א 55",1807,,2,הצפון,21,צפת,211,55,מועצה אזורית מבואות החרמון,,,,,,,,530,,2580077650,,,,2021,,211
"עמק חולה של""ש",1808,,2,הצפון,21,צפת,211,,חסר מעמד מוניציפלי,,,,,,,,530,,,,,,2021,,
"עמק חפר מזרח מ""א 16",1875,,4,המרכז,41,השרון,411,16,מועצה אזורית עמק חפר,,,,,,,,530,,2289073170,,,,2021,,
"עמק חרוד מ""א 8",1826,,2,הצפון,23,יזרעאל,232,8,מועצה אזורית הגלבוע,,,,,,,,530,,2368071640,,,,2021,,213
"עמק חרוד של""ש",1827,,2,הצפון,23,יזרעאל,232,,חסר מעמד מוניציפלי,,,,,,,,530,,,,,,2021,,
"עמק יזרעאל מ""א 13",1834,,2,הצפון,23,יזרעאל,234,13,מועצה אזורית מגידו,,,,,,,,530,,2185072150,,,,2021,,213
"עמק יזרעאל מ""א 8",1832,,2,הצפון,23,יזרעאל,234,8,מועצה אזורית הגלבוע,,,,,,,,530,,2268071730,,,,2021,,213
"עמק יזרעאל מ""א 9",1833,,2,הצפון,23,יזרעאל,234,9,מועצה אזורית עמק יזרעאל,,,,,,,,530,,2244072700,,,,2021,,213
עמקה,708,AMQA,2,הצפון,24,עכו,245,4,מועצה אזורית מטה אשר,,1,822,822,808,0,1949,310,1,2154876490,81,201,10004302,2021,Amqa,212
ענב,3712,ENAV,7,אזור יהודה ושומרון,73,טול כרם,,72,מועצה אזורית שומרון,,1,983,983,981,0,1981,370,11,2120668784,292,710,15004488,2021,Enav,710
עספיא,534,ISIFYA,3,חיפה,31,חיפה,311,99,מועצה מקומית,223,2,12746,219,130,12527,,270,,2063873586,472,356,15005224,2021,Isifya,310
עפולה,7700,AFULA,2,הצפון,23,יזרעאל,234,0,עירייה,,1,59076,58447,52340,629,1925,150,,2286172472,144,215,10004394,2021,Afula,213
עפרה,3617,OFRA,7,אזור יהודה ושומרון,74,ראמאללה,,73,מועצה אזורית מטה בנימין,445,1,3025,3025,3017,0,1975,190,,2249765114,829,711,10003299,2021,Ofra,710
עץ אפרים,3778,EZ EFRAYIM,7,אזור יהודה ושומרון,73,טול כרם,,72,מועצה אזורית שומרון,145,1,2518,2518,2438,0,1985,190,,2045766948,218,710,15004488,2021,Ez Efrayim,710
עצמון שגב,917,ATSMON SEGEV,2,הצפון,24,עכו,241,56,מועצה אזורית משגב,241,1,1204,1204,1192,0,1953,370,13,2238875232,321,205,10004513,2021,Atsmon Segev,210
עראבה,531,ARRABE,2,הצפון,24,עכו,241,0,עירייה,,2,26641,36,0,26605,,260,,2319775077,247,262,10004513,2021,Arrabe,
עראמשה*,1246,ARAMSHA,2,הצפון,24,עכו,244,4,מועצה אזורית מטה אשר,,2,1724,0,0,1724,,450,,2214477704,427,201,10004302,2021,Aramsha,212
ערב אל נעים,1335,ARAB AL NAIM,2,הצפון,24,עכו,241,56,מועצה אזורית משגב,241,2,848,0,0,848,,450,,2274875480,303,205,10004513,2021,Arab Al Naim,210
ערד,2560,ARAD,6,הדרום,62,באר שבע,623,0,עירייה,,1,27582,26636,22401,946,1961,160,,2203557414,488,610,10001911,2021,Arad,610
ערוגות,593,ARUGOT,6,הדרום,61,אשקלון,611,33,מועצה אזורית באר טוביה,143,1,1145,1144,1116,1,1949,310,1,1785162692,66,616,10001821,2021,Arugot,420
ערערה,637,AR'ARA,3,חיפה,32,חדרה,323,99,מועצה מקומית,,2,25823,40,10,25783,,260,,2086871174,173,354,10004233,2021,Ar'ara,
ערערה-בנגב,1192,AR'ARA-BANEGEV,6,הדרום,62,באר שבע,623,99,מועצה מקומית,,2,19681,14,0,19667,,270,,2021956302,458,652,15003711,2021,Ar'ara-BaNegev,610
עשרת,591,ASERET,4,המרכז,44,רחובות,441,32,מועצה אזורית גדרות,143,1,968,968,960,0,1954,350,,1761763696,56,456,15002488,2021,Aseret,
עתלית,53,ATLIT,3,חיפה,32,חדרה,321,15,מועצה אזורית חוף הכרמל,223,1,10474,10384,10054,90,1904,170,,1949373301,12,303,10004710,2021,Atlit,
עתניאל,3748,OTNI'EL,7,אזור יהודה ושומרון,77,חברון,,78,מועצה אזורית הר חברון,,1,994,994,994,0,1983,370,11,2027959416,699,715,15003512,2021,Otni'el,710
פארן,1151,PARAN,6,הדרום,62,באר שבע,625,54,מועצה אזורית הערבה התיכונה,,1,508,505,480,3,1972,310,1,2146647484,106,657,10001918,2021,Paran,610
"פארק הירדן מ""א 6",1961,,2,הצפון,22,כנרת,221,6,מועצה אזורית עמק הירדן,,,,,,,,530,,,,,,2021,,214
פארק תעשיות ספירים,1763,,6,הדרום,61,אשקלון,614,37,מועצה אזורית שער הנגב,,,,,,,,520,,1614560283,105,651,10001829,2021,,620
פארק תעשיות עמק חפר,1745,,4,המרכז,41,השרון,411,16,מועצה אזורית עמק חפר,141,,,,,,,520,,1903970090,19,409,15000060,2021,,
פדואל,3768,PEDU'EL,7,אזור יהודה ושומרון,73,טול כרם,,72,מועצה אזורית שומרון,145,1,2098,2098,2084,0,1984,190,2,2050866319,369,710,15004488,2021,Pedu'el,710
פדויים,750,PEDUYIM,6,הדרום,62,באר שבע,622,42,מועצה אזורית מרחבים,344,1,503,503,494,0,1950,310,1,1629858183,116,651,10001893,2021,Peduyim,620
פדיה,838,PEDAYA,4,המרכז,43,רמלה,432,30,מועצה אזורית גזר,143,1,827,827,824,0,1951,310,1,1889964061,101,426,10002228,2021,Pedaya,
פוריידיס,537,FUREIDIS,3,חיפה,32,חדרה,321,99,מועצה מקומית,,2,13571,15,8,13556,,270,,1957972265,50,353,10004333,2021,Fureidis,
פורייה - כפר עבודה,1104,PORIYYA-KEFAR AVODA,2,הצפון,22,כנרת,221,6,מועצה אזורית עמק הירדן,,1,379,379,354,0,1949,350,,2515473616,37,214,10004552,2021,Poriyya-Kefar Avoda,214
פורייה - נווה עובד,1105,PORIYYA-NEWE OVED,2,הצפון,22,כנרת,221,6,מועצה אזורית עמק הירדן,,1,1290,1274,1207,16,1949,350,,2506573889,137,214,10004552,2021,Poriyya-Newe Oved,214
פורייה עילית,1313,PORIYYA ILLIT,2,הצפון,22,כנרת,221,6,מועצה אזורית עמק הירדן,,1,1234,1177,1056,57,1955,350,,2515273737,136,214,10004552,2021,Poriyya Illit,214
פורת,767,PORAT,4,המרכז,41,השרון,411,18,מועצה אזורית לב השרון,141,1,1284,1284,1261,0,1950,310,2,1955168698,57,412,15000060,2021,Porat,410
פטיש,749,PATTISH,6,הדרום,62,באר שבע,622,42,מועצה אזורית מרחבים,344,1,998,996,992,2,1950,310,1,1581258191,96,651,10001893,2021,Pattish,620
פלך,1185,PELEKH,2,הצפון,24,עכו,243,56,מועצה אזורית משגב,,1,196,196,190,0,1980,330,15,2221675987,495,205,15002358,2021,Pelekh,210
פלמחים,597,PALMAHIM,4,המרכז,44,רחובות,442,27,מועצה אזורית גן רווה,143,1,743,743,724,0,1949,330,15,1723464906,18,456,15002488,2021,Palmahim,
פני חבר,3723,PENE HEVER,7,אזור יהודה ושומרון,77,חברון,,78,מועצה אזורית הר חברון,,1,729,729,728,0,1982,370,11,2157559933,792,715,15003512,2021,Pene Hever,710
פסגות,3659,PESAGOT,7,אזור יהודה ושומרון,74,ראמאללה,,73,מועצה אזורית מטה בנימין,445,1,2077,2077,2077,0,1981,190,11,2213864510,850,711,10003299,2021,Pesagot,710
פסוטה,535,FASSUTA,2,הצפון,24,עכו,244,99,מועצה מקומית,,2,3236,7,0,3229,,290,,2292977260,566,258,10004484,2021,Fassuta,212
"פעמי תש""ז",2059,PA'AME TASHAZ,6,הדרום,62,באר שבע,621,42,מועצה אזורית מרחבים,,1,586,586,584,0,1953,310,1,1708159424,179,651,10001930,2021,Pa'ame Tashaz,620
פצאל,3615,PEZA'EL,7,אזור יהודה ושומרון,75,ירדן-יריחו,,75,מועצה אזורית ערבות הירדן,,1,361,360,360,1,1975,310,1,2419266123,-235,712,10003299,2021,Peza'el,710
פקיעין,536,PEQI'IN (BUQEI'A),2,הצפון,24,עכו,243,99,מועצה מקומית,,2,6025,3,0,6022,,280,,2313576483,618,258,10004484,2021,Peqi'in (Buqei'a),
פקיעין חדשה,281,PEQI'IN HADASHA,2,הצפון,24,עכו,243,52,מועצה אזורית מעלה יוסף,,1,577,562,542,15,1955,310,19,2304976544,542,255,10004484,2021,Peqi'in Hadasha,212
פרדס חנה-כרכור,7800,PARDES HANNA-KARKUR,3,חיפה,32,חדרה,324,99,מועצה מקומית,,1,44210,44152,42827,58,1913,160,,1979770877,48,308,10004333,2021,Pardes Hanna-Karkur,
פרדסיה,171,PARDESIYYA,4,המרכז,41,השרון,411,99,מועצה מקומית,141,1,7252,7250,7153,2,1942,180,,1917769028,52,457,15000060,2021,Pardesiyya,
פרוד,599,PAROD,2,הצפון,21,צפת,212,2,מועצה אזורית מרום הגליל,,1,605,600,576,5,1949,330,15,2407475969,427,209,10004528,2021,Parod,211
פרזון,2053,PERAZON,2,הצפון,23,יזרעאל,234,8,מועצה אזורית הגלבוע,,1,361,361,352,0,1953,310,1,2294471684,78,204,10004394,2021,Perazon,213
פרי גן,1231,PERI GAN,6,הדרום,62,באר שבע,622,38,מועצה אזורית אשכול,,1,252,252,252,0,1981,310,6,1385557032,92,651,10001893,2021,Peri Gan,620
פתח תקווה,7900,PETAH TIQWA,4,המרכז,42,פתח תקווה,422,0,עירייה,132,1,252270,251743,230726,527,1878,130,,1894266579,31,410,10002116,2021,Petah Tiqwa,
פתחיה,839,PETAHYA,4,המרכז,43,רמלה,432,30,מועצה אזורית גזר,143,1,886,886,876,0,1951,310,6,1892964165,102,426,10002228,2021,Petahya,
צאלים,413,ZE'ELIM,6,הדרום,62,באר שבע,622,38,מועצה אזורית אשכול,,1,470,470,424,0,1947,330,15,1555756821,143,651,10001893,2021,Ze'elim,620
צביה,1180,ZVIYYA,2,הצפון,24,עכו,242,56,מועצה אזורית משגב,,1,327,327,319,0,1979,370,19,2313675498,254,205,10004513,2021,Zviyya,210
צבעון,1213,ZIV'ON,2,הצפון,24,עכו,244,1,מועצה אזורית הגליל העליון,,1,338,338,312,0,1980,330,15,2392377000,758,253,10004528,2021,Ziv'on,211
צובה,465,ZOVA,1,ירושלים,11,ירושלים,111,26,מועצה אזורית מטה יהודה,444,1,623,623,603,0,1948,330,15,2114063231,723,151,15000597,2021,Zova,
צוחר,1136,ZOHAR,6,הדרום,62,באר שבע,622,38,מועצה אזורית אשכול,,1,475,474,446,1,1973,350,,1452657190,135,651,10001893,2021,Zohar,620
צופייה,1111,ZOFIYYA,4,המרכז,44,רחובות,441,29,מועצה אזורית חבל יבנה,143,,,,,,,510,,1753964049,,456,15002488,2021,Zofiyya,420
צופים,3791,ZUFIM,7,אזור יהודה ושומרון,73,טול כרם,,72,מועצה אזורית שומרון,145,1,2489,2488,2424,1,1989,190,,2010167832,155,710,15004488,2021,Zufim,710
צופית,198,ZOFIT,4,המרכז,42,פתח תקווה,421,20,מועצה אזורית דרום השרון,141,1,1326,1326,1310,0,1933,310,1,1927067776,66,417,10002133,2021,Zofit,410
צופר,1150,ZOFAR,6,הדרום,62,באר שבע,625,54,מועצה אזורית הערבה התיכונה,,1,464,463,451,1,1970,310,1,2171749669,-2,657,10001918,2021,Zofar,610
צוקי ים,1102,ZUQI YAM,4,המרכז,41,השרון,411,16,מועצה אזורית עמק חפר,141,1,301,301,297,0,1956,350,,1869369644,30,409,10002089,2021,Zuqi Yam,
צוקים,1262,ZUQIM,6,הדרום,62,באר שבע,625,54,מועצה אזורית הערבה התיכונה,,1,346,346,331,0,1983,370,,2157948903,44,657,10001918,2021,Zuqim,610
צור הדסה,1113,ZUR HADASSA,1,ירושלים,11,ירושלים,111,26,מועצה אזורית מטה יהודה,444,1,11929,11900,11318,29,1960,170,,2092062486,718,151,15000597,2021,Zur Hadassa,
צור יצחק,1345,ZUR YIZHAQ,4,המרכז,42,פתח תקווה,421,20,מועצה אזורית דרום השרון,141,1,6855,6814,6574,41,2007,180,,2001068308,119,417,10002155,2021,Zur Yizhaq,410
צור משה,276,ZUR MOSHE,4,המרכז,41,השרון,411,18,מועצה אזורית לב השרון,141,1,3264,3259,3225,5,1937,190,,1920868938,51,412,15000060,2021,Zur Moshe,410
צור נתן,1148,ZUR NATAN,4,המרכז,42,פתח תקווה,421,20,מועצה אזורית דרום השרון,141,1,298,298,295,0,1970,320,9,2014368303,184,417,10002155,2021,Zur Natan,410
צוריאל,774,ZURI'EL,2,הצפון,24,עכו,243,52,מועצה אזורית מעלה יוסף,,1,392,388,381,4,1950,310,1,2296776797,635,255,10004484,2021,Zuri'el,212
צורית,1221,ZURIT,2,הצפון,24,עכו,242,56,מועצה אזורית משגב,241,1,943,942,910,1,1981,370,9,2238775641,343,205,10004465,2021,Zurit,210
ציפורי,613,ZIPPORI,2,הצפון,23,יזרעאל,237,9,מועצה אזורית עמק יזרעאל,,1,1013,890,862,123,1949,310,1,2263973898,250,254,15002369,2021,Zippori,213
צלפון,796,ZELAFON,1,ירושלים,11,ירושלים,112,26,מועצה אזורית מטה יהודה,,1,1081,1081,1077,0,1950,310,1,1935563469,168,151,15000597,2021,Zelafon,
צנדלה,636,SANDALA,2,הצפון,23,יזרעאל,232,8,מועצה אזורית הגלבוע,,2,1678,0,0,1678,,450,,2306271428,113,204,10004394,2021,Sandala,213
צפרייה,594,ZAFRIYYA,4,המרכז,43,רמלה,432,40,מועצה אזורית שדות דן,133,1,1035,1035,1035,0,1949,310,2,1865665670,31,425,10002207,2021,Zafriyya,
צפרירים,1079,ZAFRIRIM,1,ירושלים,11,ירושלים,112,26,מועצה אזורית מטה יהודה,444,1,416,416,412,0,1958,310,1,1947461865,329,151,15000597,2021,Zafririm,
צפת,8000,ZEFAT,2,הצפון,21,צפת,212,0,עירייה,,1,37473,36692,34434,781,ותיק,160,,2475776328,602,216,10004528,2021,Zefat,211
צרופה,612,ZERUFA,3,חיפה,32,חדרה,321,15,מועצה אזורית חוף הכרמל,243,1,1151,1150,1137,1,1949,310,1,1953472826,21,303,10004333,2021,Zerufa,
צרעה,567,ZOR'A,1,ירושלים,11,ירושלים,112,26,מועצה אזורית מטה יהודה,444,1,947,947,934,0,1948,330,15,1971663005,206,151,15000597,2021,Zor'a,
קבועה (שבט),1234,QABBO'A,6,הדרום,62,באר שבע,623,,חסר מעמד מוניציפלי,,3,,,,,,460,,2160057200,,699,,2021,Kabbu'a,
קבוצת יבנה,334,QEVUZAT YAVNE,4,המרכז,44,רחובות,441,29,מועצה אזורית חבל יבנה,143,1,957,957,956,0,1941,330,3,1735563595,50,456,10001821,2021,Qevuzat Yavne,420
קדומים,3557,QEDUMIM,7,אזור יהודה ושומרון,73,טול כרם,,99,מועצה מקומית,145,1,4590,4590,4569,0,1977,190,,2152868054,417,721,15004488,2021,Qedumim,710
קדימה צורן,195,QADIMA-ZORAN,4,המרכז,41,השרון,411,99,מועצה מקומית,141,1,22919,22903,22448,16,1933,160,,1926468744,51,457,15000060,2021,Qadima- Zoran,410
קדמה,392,QEDMA,6,הדרום,61,אשקלון,611,35,מועצה אזורית יואב,,,,,,,,510,,1787462323,,632,10001821,2021,Qedma,420
קדמת צבי,4025,QIDMAT ZEVI,2,הצפון,29,גולן,293,71,מועצה אזורית גולן,,1,537,537,505,0,1985,310,7,2655377065,474,219,10004579,2021,Qidmat Zevi,211
קדר,3781,QEDAR,7,אזור יהודה ושומרון,76,בית לחם,,76,מועצה אזורית גוש עציון,445,1,1617,1617,1598,0,1985,370,9,2294162889,448,714,10003314,2021,Qedar,
קדרון,615,QIDRON,4,המרכז,44,רחובות,441,28,מועצה אזורית ברנר,143,1,1615,1615,1595,0,1949,310,1,1807863592,52,456,15002488,2021,Qidron,420
קדרים,1211,QADDARIM,2,הצפון,21,צפת,214,1,מועצה אזורית הגליל העליון,,1,293,293,289,0,1980,330,15,2447075593,108,253,10004552,2021,Qaddarim,211
קודייראת א-צאנע (שבט),964,QUDEIRAT AS-SANI,6,הדרום,62,באר שבע,623,,חסר מעמד מוניציפלי,,3,,,,,,460,,2110057800,,699,,2021,Kudayrat as-Sani',
קוואעין (שבט),972,QAWA'IN,6,הדרום,62,באר שבע,623,,חסר מעמד מוניציפלי,,3,,,,,,460,,2020058100,,699,,2021,Kawa'in,
קוממיות,766,QOMEMIYYUT,6,הדרום,61,אשקלון,611,34,מועצה אזורית שפיר,,1,555,555,555,0,1950,310,19,1745361889,70,631,10001813,2021,Qomemiyyut,
קורנית,1179,QORANIT,2,הצפון,24,עכו,241,56,מועצה אזורית משגב,241,1,915,915,888,0,1982,370,10,2239674988,442,205,10004513,2021,Qoranit,210
קטורה,1052,QETURA,6,הדרום,62,באר שבע,625,53,מועצה אזורית חבל אילות,,1,507,506,469,1,1970,330,15,2056143125,114,608,10001955,2021,Qetura,610
קיסריה,1167,QESARYYA,3,חיפה,32,חדרה,324,15,מועצה אזורית חוף הכרמל,,1,5782,5747,5558,35,1977,180,,1916171235,20,303,10004261,2021,Qesaryya,
קלחים,414,QELAHIM,6,הדרום,62,באר שבע,621,42,מועצה אזורית מרחבים,,1,679,678,673,1,1954,310,10,1694059538,170,651,10001930,2021,Qelahim,620
קליה,3601,QALYA,7,אזור יהודה ושומרון,75,ירדן-יריחו,,74,מועצה אזורית מגילות ים המלח,,1,489,483,469,6,1968,330,15,2443462865,-361,713,10003314,2021,Qalya,710
קלנסווה,638,QALANSAWE,4,המרכז,41,השרון,412,0,עירייה,141,2,23877,50,26,23827,,260,,1980468829,37,458,10002155,2021,Qalansawe,410
קלע,4024,QELA,2,הצפון,29,גולן,292,71,מועצה אזורית גולן,,1,390,390,353,0,1984,370,9,2642178191,642,219,10004579,2021,Qela,211
קציר,1243,QAZIR,3,חיפה,32,חדרה,323,14,מועצה אזורית מנשה,,1,2934,2850,2648,84,1982,190,,2099971023,334,351,10004233,2021,Qazir,
קצר א-סר,1347,QASR A-SIR,6,הדרום,62,באר שבע,623,68,מועצה אזורית נווה מדבר,,2,2731,1,0,2730,,290,,1982455466,537,624,10001918,2021,Qasr A-Sir,610
קצרין,4100,QAZRIN,2,הצפון,29,גולן,293,99,מועצה מקומית,,1,7606,7552,6165,54,1977,180,,2645476648,331,220,10004579,2021,Qazrin,211
קרית אונו,2620,QIRYAT ONO,5,תל אביב,52,תל אביב,512,0,עירייה,122,1,41900,41853,40731,47,1939,160,,1866566309,61,508,10001516,2021,Qiryat Ono,
קרית ארבע,3611,QIRYAT ARBA,7,אזור יהודה ושומרון,77,חברון,,99,מועצה מקומית,,1,7498,7498,7335,0,1972,180,,2112760481,913,709,15003512,2021,Qiryat Arba,710
קרית אתא,6800,QIRYAT ATTA,3,חיפה,31,חיפה,311,0,עירייה,222,1,60101,59966,55152,135,1925,150,,2104674550,35,305,10004207,2021,Qiryat Atta,310
קרית ביאליק,9500,QIRYAT BIALIK,3,חיפה,31,חיפה,311,0,עירייה,221,1,43268,43207,38982,61,1934,160,,2087474929,12,352,10004207,2021,Qiryat Bialik,310
קרית גת,2630,QIRYAT GAT,6,הדרום,61,אשקלון,612,0,עירייה,,1,60581,60506,56498,75,1954,150,,1778361308,128,606,10001813,2021,Qiryat Gat,
קרית חינוך מרחבים*,1768,,6,הדרום,62,באר שבע,622,42,מועצה אזורית מרחבים,,,,,,,,520,,1617958047,126,651,10001893,2021,,620
קרית טבעון,2300,QIRYAT TIV'ON,3,חיפה,31,חיפה,311,99,מועצה מקומית,222,1,18520,18403,17857,117,1937,170,,2121573566,114,306,10004207,2021,Qiryat Tiv'on,310
קרית ים,9600,QIRYAT YAM,3,חיפה,31,חיפה,311,0,עירייה,221,1,39442,39355,32248,87,1941,160,,2070575043,7,352,10004207,2021,Qiryat Yam,310
קרית יערים,1137,QIRYAT YE'ARIM,1,ירושלים,11,ירושלים,111,99,מועצה מקומית,444,1,6471,6470,6449,1,1975,180,,2096463456,710,152,10002475,2021,Qiryat Ye'arim,
קרית יערים (מוסד),2039,QIRYAT YE'ARIM(INSTITUTE),1,ירושלים,11,ירושלים,111,26,מועצה אזורית מטה יהודה,444,1,169,166,155,3,1952,340,,2099563543,716,151,10002475,2021,Qiryat Ye'arim(Institute),
קרית מוצקין,8200,QIRYAT MOTZKIN,3,חיפה,31,חיפה,311,0,עירייה,221,1,46565,46504,41497,61,1934,160,,2078174905,9,352,10004207,2021,Qiryat Motzkin,310
קרית מלאכי,1034,QIRYAT MAL'AKHI,6,הדרום,61,אשקלון,611,0,עירייה,143,1,25021,24936,24508,85,1951,160,,1759662669,63,617,10001821,2021,Qiryat Mal'akhi,420
קרית נטפים,3746,QIRYAT NETAFIM,7,אזור יהודה ושומרון,73,טול כרם,,72,מועצה אזורית שומרון,145,1,991,991,990,0,1983,370,2,2107066931,429,710,15004488,2021,Qiryat Netafim,710
קרית ענבים,78,QIRYAT ANAVIM,1,ירושלים,11,ירושלים,111,26,מועצה אזורית מטה יהודה,444,1,456,449,407,7,1920,330,15,2114163531,677,151,10002475,2021,Qiryat Anavim,
